Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-2 Overall Footnote,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,HBIPS-3 Overall Footnote,HBIPS-5 Measure Description,HBIPS-5 %,HBIPS-5 Denominator,HBIPS-5 Footnote,SMD Measure Description,SMD %,SMD Denominator,SMD Footnote, SUB-2/-2a Measure Description,SUB-2 %,SUB-2 Denominator,SUB-2 Footnote ,SUB-2a %,SUB-2a Denominator,SUB-2a Footnote , SUB-3/-3a Measure Description,SUB-3 %,SUB-3 Denominator,SUB-3 Footnote ,SUB-3a %,SUB-3a Denominator,SUB-3a Footnote ,TOB-2/-2a Measure_Desc,TOB-2 %,TOB-2 Denominator,TOB-2 Footnote,TOB-2a %,TOB-2a Denominator,TOB-2a Footnote,TOB-3/-3a Measure Description,TOB-3 %,TOB-3 Denominator,TOB-3 Footnote,TOB-3a %,TOB-3a Denominator,TOB-3a Footnote,TR-1 Measure Description,TR-1 %,TR-1 Denominator,TR-1 Footnote,TR-2 Measure Description,TR-2 %,TR-2 Denominator,TR-2 Footnote,Start Date,End Date,FUH Measure Description,FUH-30 %,FUH-30 Denominator,FUH-30 Footnote,FUH-7 %,FUH-7 Denominator,FUH-7 Footnote,FUH Measure Start Date,FUH Measure End Date,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 Measure Description,IMM-2 %,IMM-2 Denominator,IMM-2 Footnote,Flu Season Start Date,Flu Season End Date,Location
30011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,Hours of physical-restraint use,0,0,10178,,Hours of seclusion use,0,0,10178,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),83,254,,Alcohol use brief intervention provided or offered,92,282,,92,282,,Alcohol and other drug use disorder treatment provided or offered at discharge,83,364,,82,364,,Tobacco use treatment provided or offered,94,351,,89,351,,Tobacco use treatment provided or offered at discharge,85,292,,48,292,,Transition record with specified elements received by discharged patients (TR1),74,605,,Timely transmission of transition record (TR2),60,605,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44,16,,31,16,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,58,20,15,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,290,,43374,43555,"350 NORTH WILMOT ROAD TUCSON, AZ 85711 (32.225946, -110.857838)"
254010,MS STATE HOSPITAL-WHITFIELD,3550 HIGHWAY 468 WEST,WHITFIELD,MS,39193,RANKIN,Hours of physical-restraint use,0,491,46549,,Hours of seclusion use,1,628,46549,,Patients discharged on multiple antipsychotic medications with appropriate justification,46,142,,Screening for metabolic disorders (SMD),82,644,,Alcohol use brief intervention provided or offered,96,95,,92,95,,Alcohol and other drug use disorder treatment provided or offered at discharge,95,361,,95,361,,Tobacco use treatment provided or offered,98,419,,58,419,,Tobacco use treatment provided or offered at discharge,0,383,,0,383,,Transition record with specified elements received by discharged patients (TR1),78,863,,Timely transmission of transition record (TR2),61,863,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,23,120,,1,120,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,295,11,9,15,,42552,43281,Influenza immunization (IPFQR-IMM-2),98,301,,43374,43555,"3550 HIGHWAY 468 WEST WHITFIELD, MS 39193 (32.237919, -90.073325)"
524041,WILLOW CREEK BEHAVIORAL HEALTH,1351 ONTARIO RD,GREEN BAY,WI,54311,BROWN,Hours of physical-restraint use,0,72,17580,,Hours of seclusion use,0,0,17580,,Patients discharged on multiple antipsychotic medications with appropriate justification,67,18,,Screening for metabolic disorders (SMD),13,303,,Alcohol use brief intervention provided or offered,76,152,,72,152,,Alcohol and other drug use disorder treatment provided or offered at discharge,40,123,,32,123,,Tobacco use treatment provided or offered,97,202,,1,202,,Tobacco use treatment provided or offered at discharge,3,178,,2,178,,Transition record with specified elements received by discharged patients (TR1),92,829,,Timely transmission of transition record (TR2),81,831,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41,107,,22,107,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,164,22,17,27,,42552,43281,Influenza immunization (IPFQR-IMM-2),98,281,,43374,43555,"1351 ONTARIO RD GREEN BAY, WI 54311 (44.475809, -87.927735)"
444023,OAK HILLS BEHAVIORAL CENTER,49 OLD HICKORY BLVD,JACKSON,TN,38305,MADISON,Hours of physical-restraint use,0,12,7359,,Hours of seclusion use,0,9,7359,,Patients discharged on multiple antipsychotic medications with appropriate justification,9,11,,Screening for metabolic disorders (SMD),67,251,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,68,28,,0,28,,Tobacco use treatment provided or offered at discharge,44,16,,0,16,,Transition record with specified elements received by discharged patients (TR1),81,442,,Timely transmission of transition record (TR2),63,442,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36,22,,0,22,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,281,24,20,30,,42552,43281,Influenza immunization (IPFQR-IMM-2),97,291,,43374,43555,"49 OLD HICKORY BLVD JACKSON, TN 38305 (35.654784, -88.831291)"
140122,ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,DU PAGE,Hours of physical-restraint use,0,15,3339,,Hours of seclusion use,0,0,3339,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),44,184,,Alcohol use brief intervention provided or offered,97,87,,83,87,,Alcohol and other drug use disorder treatment provided or offered at discharge,91,180,,90,180,,Tobacco use treatment provided or offered,71,157,,64,157,,Tobacco use treatment provided or offered at discharge,0,148,,0,148,,Transition record with specified elements received by discharged patients (TR1),97,672,,Timely transmission of transition record (TR2),54,672,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66,53,,43,53,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,122,20,15,26,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,327,,43374,43555,"120 NORTH OAK ST HINSDALE, IL 60521 (41.805329, -87.920062)"
264030,SIGNATURE PSYCHIATRIC HOSPITAL,2900 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,Hours of physical-restraint use,0,15,10371,,Hours of seclusion use,0,0,10371,,Patients discharged on multiple antipsychotic medications with appropriate justification,8,12,,Screening for metabolic disorders (SMD),60,297,,Alcohol use brief intervention provided or offered,97,226,,93,226,,Alcohol and other drug use disorder treatment provided or offered at discharge,62,324,,61,324,,Tobacco use treatment provided or offered,85,358,,2,358,,Tobacco use treatment provided or offered at discharge,33,341,,1,341,,Transition record with specified elements received by discharged patients (TR1),74,590,,Timely transmission of transition record (TR2),62,590,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,67,102,,37,102,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,255,21,17,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),69,300,,43374,43555,"2900 CLAY EDWARDS DRIVE NORTH KANSAS CITY, MO 64116 (39.150956, -94.551464)"
54144,LANGLEY PORTER PSYCHIATRIC INSTITUTE,401 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,SAN FRANCISCO,Hours of physical-restraint use,0,56,5592,,Hours of seclusion use,0,59,5592,,Patients discharged on multiple antipsychotic medications with appropriate justification,74,23,,Screening for metabolic disorders (SMD),88,306,,Alcohol use brief intervention provided or offered,95,80,,85,80,,Alcohol and other drug use disorder treatment provided or offered at discharge,51,148,,49,148,,Tobacco use treatment provided or offered,87,146,,49,146,,Tobacco use treatment provided or offered at discharge,43,126,,29,126,,Transition record with specified elements received by discharged patients (TR1),61,547,,Timely transmission of transition record (TR2),61,547,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58,90,,38,90,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,242,21,17,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),92,280,,43374,43555,"401 PARNASSUS AVENUE SAN FRANCISCO, CA 94143 (37.763753, -122.456966)"
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,Hours of physical-restraint use,0,0,3868,,Hours of seclusion use,0,0,3868,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),46,213,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,90,21,,67,21,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),66,329,,Timely transmission of transition record (TR2),67,329,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,267,20,16,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),90,164,,43374,43555,"825 CHALKSTONE AVENUE PROVIDENCE, RI 02908 (41.834015, -71.43458)"
491303,DICKENSON COMMUNITY HOSPITAL,312 HOSPITAL DRIVE,CLINTWOOD,VA,24228,DICKENSON,Hours of physical-restraint use,0,0,2585,,Hours of seclusion use,0,0,2585,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),99,185,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,75,,48,75,,Tobacco use treatment provided or offered at discharge,99,72,,14,72,,Transition record with specified elements received by discharged patients (TR1),97,274,,Timely transmission of transition record (TR2),97,274,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46,55,,27,55,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,192,19,15,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,121,,43374,43555,"312 HOSPITAL DRIVE CLINTWOOD, VA 24228 (37.15986, -82.449102)"
54123,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 N  CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,Hours of physical-restraint use,0,11,11781,,Hours of seclusion use,0,2,11781,,Patients discharged on multiple antipsychotic medications with appropriate justification,96,48,,Screening for metabolic disorders (SMD),92,280,,Alcohol use brief intervention provided or offered,69,118,,69,118,,Alcohol and other drug use disorder treatment provided or offered at discharge,59,224,,51,224,,Tobacco use treatment provided or offered,80,236,,61,236,,Tobacco use treatment provided or offered at discharge,58,211,,2,211,,Transition record with specified elements received by discharged patients (TR1),49,651,,Timely transmission of transition record (TR2),17,651,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,24,442,,9,442,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,1223,24,22,26,,42552,43281,Influenza immunization (IPFQR-IMM-2),96,317,,43374,43555,"2510 N  CALIFORNIA ST STOCKTON, CA 95204 (37.976277, -121.291374)"
10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,TUSCALOOSA,Hours of physical-restraint use,0,118,17480,,Hours of seclusion use,0,44,17480,,Patients discharged on multiple antipsychotic medications with appropriate justification,79,48,,Screening for metabolic disorders (SMD),94,303,,Alcohol use brief intervention provided or offered,78,92,,77,92,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,235,,99,235,,Tobacco use treatment provided or offered,95,304,,81,304,,Tobacco use treatment provided or offered at discharge,75,284,,20,284,,Transition record with specified elements received by discharged patients (TR1),68,640,,Timely transmission of transition record (TR2),54,640,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,23,211,,13,211,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,781,19,16,21,,42552,43281,Influenza immunization (IPFQR-IMM-2),98,316,,43374,43555,"809 UNIVERSITY BOULEVARD EAST TUSCALOOSA, AL 35401 (33.20613, -87.525154)"
364036,ARROWHEAD BEHAVIORAL HEALTH,1725 TIMBER LINE ROAD,MAUMEE,OH,43537,LUCAS,Hours of physical-restraint use,0,0,8910,,Hours of seclusion use,0,0,8910,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),58,127,,Alcohol use brief intervention provided or offered,93,367,,90,367,,Alcohol and other drug use disorder treatment provided or offered at discharge,98,640,,97,640,,Tobacco use treatment provided or offered,83,536,,18,536,,Tobacco use treatment provided or offered at discharge,48,490,,1,490,,Transition record with specified elements received by discharged patients (TR1),69,717,,Timely transmission of transition record (TR2),62,717,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57,14,,36,14,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,442,17,14,20,,42552,43281,Influenza immunization (IPFQR-IMM-2),89,323,,43374,43555,"1725 TIMBER LINE ROAD MAUMEE, OH 43537 (41.589427, -83.687356)"
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,Hours of physical-restraint use,5,1123,9625,,Hours of seclusion use,0,0,9625,,Patients discharged on multiple antipsychotic medications with appropriate justification,65,20,,Screening for metabolic disorders (SMD),91,341,,Alcohol use brief intervention provided or offered,97,74,,96,74,,Alcohol and other drug use disorder treatment provided or offered at discharge,71,178,,70,178,,Tobacco use treatment provided or offered,87,198,,68,198,,Tobacco use treatment provided or offered at discharge,89,181,,87,181,,Transition record with specified elements received by discharged patients (TR1),75,654,,Timely transmission of transition record (TR2),62,654,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55,166,,26,166,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,494,21,18,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,306,,43374,43555,"4440 W 95TH STREET OAK LAWN, IL 60453 (41.720316, -87.732364)"
390157,HERITAGE VALLEY KENNEDY,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,ALLEGHENY,Hours of physical-restraint use,1,70,4941,,Hours of seclusion use,0,45,4941,,Patients discharged on multiple antipsychotic medications with appropriate justification,80,20,,Screening for metabolic disorders (SMD),81,268,,Alcohol use brief intervention provided or offered,56,18,,44,18,,Alcohol and other drug use disorder treatment provided or offered at discharge,35,23,,22,23,,Tobacco use treatment provided or offered,69,72,,40,72,,Tobacco use treatment provided or offered at discharge,4,54,,0,54,,Transition record with specified elements received by discharged patients (TR1),0,371,,Timely transmission of transition record (TR2),0,371,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53,30,,40,30,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,125,18,14,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),85,188,,43374,43555,"25 HECKEL ROAD MCKEES ROCKS, PA 15136 (40.472422, -80.092873)"
250040,SINGING RIVER HEALTH SYSTEM,2809 DENNY AV,PASCAGOULA,MS,39581,JACKSON,Hours of physical-restraint use,0,0,2369,,Hours of seclusion use,0,0,2369,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),95,178,,Alcohol use brief intervention provided or offered,92,13,,77,13,,Alcohol and other drug use disorder treatment provided or offered at discharge,81,26,,81,26,,Tobacco use treatment provided or offered,97,39,,82,39,,Tobacco use treatment provided or offered at discharge,97,30,,93,30,,Transition record with specified elements received by discharged patients (TR1),90,268,,Timely transmission of transition record (TR2),87,268,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60,35,,11,35,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,302,20,16,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,118,,43374,43555,"2809 DENNY AV PASCAGOULA, MS 39581 (30.374871, -88.532404)"
281301,FILLMORE COUNTY HOSPITAL,"P O BOX 193, 1900 F STREET",GENEVA,NE,68361,FILLMORE,Hours of physical-restraint use,0,0,2148,,Hours of seclusion use,0,14,2148,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),50,107,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),82,147,,Timely transmission of transition record (TR2),82,147,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,202,18,14,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),83,69,,43374,43555,
100092,STEWARD ROCKLEDGE HOSPITAL,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,BREVARD,Hours of physical-restraint use,0,3,6035,,Hours of seclusion use,1,74,6034,,Patients discharged on multiple antipsychotic medications with appropriate justification,94,18,,Screening for metabolic disorders (SMD),95,182,,Alcohol use brief intervention provided or offered,87,95,,80,95,,Alcohol and other drug use disorder treatment provided or offered at discharge,95,167,,95,167,,Tobacco use treatment provided or offered,96,163,,42,163,,Tobacco use treatment provided or offered at discharge,77,145,,0,145,,Transition record with specified elements received by discharged patients (TR1),93,632,,Timely transmission of transition record (TR2),92,632,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,173,,30,173,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,450,22,19,26,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,282,,43374,43555,"110 LONGWOOD AVE ROCKLEDGE, FL 32955 (28.33454, -80.723133)"
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,HAWAII,Hours of physical-restraint use,0,0,7377,,Hours of seclusion use,0,0,7377,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,27,,Screening for metabolic disorders (SMD),76,98,,Alcohol use brief intervention provided or offered,89,45,,89,45,,Alcohol and other drug use disorder treatment provided or offered at discharge,85,156,,85,156,,Tobacco use treatment provided or offered,93,103,,84,103,,Tobacco use treatment provided or offered at discharge,74,100,,66,100,,Transition record with specified elements received by discharged patients (TR1),89,329,,Timely transmission of transition record (TR2),86,329,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,18,,33,18,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,56,18,14,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),94,167,,43374,43555,"79-1019 HAUKAPILA STREET KEALAKEKUA, HI 96750 (19.519237, -155.917719)"
191322,ABROM KAPLAN MEMORIAL HOSPITAL,1310 WEST SEVENTH STREET,KAPLAN,LA,70548,VERMILION,Hours of physical-restraint use,0,13,3351,,Hours of seclusion use,0,23,3390,,Patients discharged on multiple antipsychotic medications with appropriate justification,83,95,,Screening for metabolic disorders (SMD),20,282,,Alcohol use brief intervention provided or offered,96,99,,36,99,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,196,,16,196,,Tobacco use treatment provided or offered,100,125,,0,125,,Tobacco use treatment provided or offered at discharge,100,116,,0,116,,Transition record with specified elements received by discharged patients (TR1),3,389,,Timely transmission of transition record (TR2),86,389,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59,106,,42,106,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,323,22,18,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,180,,43374,43555,"1310 WEST SEVENTH STREET KAPLAN, LA 70548 (30.007591, -92.297337)"
230195,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MACOMB,Hours of physical-restraint use,0,85,14986,,Hours of seclusion use,0,0,14986,,Patients discharged on multiple antipsychotic medications with appropriate justification,88,110,,Screening for metabolic disorders (SMD),86,466,,Alcohol use brief intervention provided or offered,69,59,,69,59,,Alcohol and other drug use disorder treatment provided or offered at discharge,48,262,,13,262,,Tobacco use treatment provided or offered,52,386,,46,386,,Tobacco use treatment provided or offered at discharge,33,379,,0,379,,Transition record with specified elements received by discharged patients (TR1),93,647,,Timely transmission of transition record (TR2),87,647,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,69,299,,46,299,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,787,21,19,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),96,306,,43374,43555,"11800 EAST TWELVE MILE ROAD WARREN, MI 48093 (42.507178, -83.003535)"
184008,THE BROOK HOSPITAL - KMI,8521 LAGRANGE ROAD,LOUISVILLE,KY,40242,JEFFERSON,Hours of physical-restraint use,0,16,18722,,Hours of seclusion use,0,167,18722,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,150,,Alcohol use brief intervention provided or offered,100,170,,60,170,,Alcohol and other drug use disorder treatment provided or offered at discharge,66,217,,21,217,,Tobacco use treatment provided or offered,100,259,,8,259,,Tobacco use treatment provided or offered at discharge,99,190,,0,190,,Transition record with specified elements received by discharged patients (TR1),97,656,,Timely transmission of transition record (TR2),95,656,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53,64,,27,64,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,313,21,17,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,315,,43374,43555,"8521 LAGRANGE ROAD LOUISVILLE, KY 40242 (38.266074, -85.592406)"
104017,WINDMOOR HEALTHCARE OF CLEARWATER,11300 US 19 N,CLEARWATER,FL,33764,PINELLAS,Hours of physical-restraint use,0,16,27280,,Hours of seclusion use,0,0,27280,,Patients discharged on multiple antipsychotic medications with appropriate justification,98,59,,Screening for metabolic disorders (SMD),77,344,,Alcohol use brief intervention provided or offered,69,254,,64,254,,Alcohol and other drug use disorder treatment provided or offered at discharge,95,471,,93,471,,Tobacco use treatment provided or offered,88,558,,1,558,,Tobacco use treatment provided or offered at discharge,74,466,,1,466,,Transition record with specified elements received by discharged patients (TR1),91,850,,Timely transmission of transition record (TR2),42,850,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53,369,,36,369,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,1295,20,19,22,,42552,43281,Influenza immunization (IPFQR-IMM-2),68,430,,43374,43555,"11300 US 19 N CLEARWATER, FL 33764 (27.875359, -82.709673)"
454026,WEST OAKS HOSPITAL,6500 HORNWOOD,HOUSTON,TX,77074,HARRIS,Hours of physical-restraint use,0,55,45295,,Hours of seclusion use,0,264,45295,,Patients discharged on multiple antipsychotic medications with appropriate justification,90,131,,Screening for metabolic disorders (SMD),84,812,,Alcohol use brief intervention provided or offered,97,155,,92,155,,Alcohol and other drug use disorder treatment provided or offered at discharge,91,292,,89,292,,Tobacco use treatment provided or offered,80,402,,56,402,,Tobacco use treatment provided or offered at discharge,83,366,,5,366,,Transition record with specified elements received by discharged patients (TR1),88,1104,,Timely transmission of transition record (TR2),86,1104,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,44,306,,27,306,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,815,21,19,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),90,577,,43374,43555,"6500 HORNWOOD HOUSTON, TX 77074 (29.708866, -95.497624)"
64001,COLORADO MENTAL HEALTH INSTITUTE AT PUEBLO-PSYCH,1600 W 24TH ST,PUEBLO,CO,81003,PUEBLO,Hours of physical-restraint use,2,5492,134173,,Hours of seclusion use,4,12317,134173,,Patients discharged on multiple antipsychotic medications with appropriate justification,46,154,,Screening for metabolic disorders (SMD),91,396,,Alcohol use brief intervention provided or offered,21,62,,21,62,,Alcohol and other drug use disorder treatment provided or offered at discharge,2,206,,1,206,,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),3,610,,Timely transmission of transition record (TR2),59,610,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,6,18,,0,18,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,65,15,11,20,,42552,43281,Influenza immunization (IPFQR-IMM-2),93,221,,43374,43555,"1600 W 24TH ST PUEBLO, CO 81003 (38.290987, -104.631617)"
